Génération,Fitness Moyenne,Fitness Maximale,Nombre d'espèces
132,3542.2757066666677,6492.487999999999,4
133,3590.966919999999,6011.781999999999,4
134,3644.36736,6050.727999999999,4
135,3574.777693333334,5857.997999999998,4
136,3649.721,6065.314,4
137,3610.511253333332,6088.072,4
138,3661.6621866666683,6530.887999999999,4
139,3477.605946666667,6708.978,4
140,3756.1008,6332.909999999999,4
141,3693.9858799999997,5916.879999999999,4
142,3789.639973333333,5931.050000000001,4
143,3670.8472133333344,6501.531999999999,4
144,3577.0258266666665,5900.102,4
145,3639.75836,5939.514,4
146,3642.869266666666,5737.384000000001,4
147,3627.6222533333334,6824.275999999999,4
148,3578.3466666666673,7140.603999999999,4
149,3626.293226666666,6173.066000000001,4
150,3513.081560000001,5615.83,4
151,3606.642173333333,6034.755999999999,4
152,3332.771640000001,5897.632,4
153,3624.981360000001,6236.168000000001,4
154,3365.3087333333347,6293.570000000001,4
155,3604.53332,5514.094000000001,4
156,3582.879506666668,5611.612000000001,4
157,3630.612706666665,6405.019999999999,4
158,3445.3814266666664,5696.33,4
159,3476.846506666666,6594.310000000001,4
160,3433.163586666666,5577.92,4
161,3556.1242400000006,6873.74,4
162,3695.5711466666685,6789.582,4
163,3690.6601466666666,6384.068,4
164,3435.5890799999993,5729.7080000000005,4
165,3568.161399999999,6428.057999999999,4
166,3504.52208,5870.9439999999995,4
167,3617.867066666667,6352.598,4
168,3539.048653333336,6075.503999999999,4
169,3577.4564666666665,6143.176000000001,4
170,3705.6064800000013,6225.686,4
171,3520.432866666666,6245.624,4
172,3706.828626666665,7087.304,4
173,3570.545773333333,6486.204,4
174,3520.1766399999988,6005.626000000001,4
175,3662.7606533333333,6011.161999999998,4
176,3626.034946666668,5859.812,4
177,3614.508639999998,5902.047999999999,4
178,3574.4164933333336,6486.735999999999,4
179,3678.9260666666646,5926.742,4
180,3560.280293333334,5918.887999999999,4
181,3489.909186666666,6432.902,4
182,3478.2500533333327,6776.507999999998,4
183,3567.3461999999995,6507.2840000000015,4
184,3731.367106666668,6290.905999999999,4
185,3634.1534933333346,5887.165999999999,4
186,3747.8979066666675,6732.212,4
187,3584.294400000001,6473.412,4
188,3630.4399199999993,6189.72,4
189,3617.7519333333344,6406.06,4
190,3531.7437066666675,5581.916000000001,4
191,3593.259173333333,5748.452,4
192,3693.270039999999,6373.110000000001,4
193,3732.2929066666675,6451.366,4
194,3459.0496133333336,7188.548000000001,4
195,3712.5671733333365,6210.702000000001,4
196,3541.058680000001,6065.981999999999,4
197,3651.135653333334,6592.4400000000005,4
198,3513.0432400000004,6052.67,4
199,3569.8297199999997,7529.522,4
200,3672.537186666665,6312.004,4
201,3577.500453333334,6223.36,4
202,3631.047493333333,6155.6720000000005,4
203,3579.780586666666,5890.0019999999995,4
204,3718.4317333333324,6279.656,4
205,3694.627053333334,6079.524,4
206,3602.8227999999995,6138.732,4
207,3586.5004399999975,5882.160000000001,4
208,3653.5405599999995,6141.106,4
209,3666.0968933333356,5583.746,4
210,3746.5176266666663,6199.714000000002,4
211,3669.898706666665,6473.486000000001,4
212,3617.5196000000005,6524.018,4
213,3748.4707733333335,6527.357999999999,4
214,3669.5755333333314,5725.902,4
215,3559.10436,6646.154,4
216,3623.9119466666666,6237.482,4
217,3764.7405866666672,6457.55,4
218,3562.2849600000004,5753.031999999999,4
219,3511.895426666667,5850.614,4
220,3301.028879999999,5983.652,4
221,3619.381266666667,6632.17,4
222,3539.9118266666674,6018.954,4
223,3513.56196,6538.568000000001,4
224,3761.7893866666664,6191.627999999999,4
225,3531.3847333333324,6817.684,4
226,3489.6791333333344,6071.584,4
227,3487.7410133333324,5573.334000000001,4
228,3555.9604000000027,6198.630000000001,4
229,3445.954626666666,5955.904,4
230,3463.5249866666672,6237.200000000003,4
231,3596.459426666668,5950.036,4
232,3616.697600000001,5722.628,4
233,3493.1288800000007,6155.105999999999,4
234,3708.051386666668,5810.34,4
235,3335.3439199999984,6123.858000000001,4
236,3521.814413333334,5835.026,4
237,3593.15696,5704.416,4
238,3613.118799999999,6077.318,4
239,3595.708306666666,6387.812,4
240,3610.929226666668,6051.562,4
241,3623.1364133333345,6164.988,4
242,3786.1938266666675,6155.9,4
243,3487.8568933333327,5326.184000000001,4
244,3583.819720000001,5936.968000000001,4
245,3532.4371466666676,6438.162,4
246,3542.9246799999987,5640.592000000001,4
247,3568.0000266666666,6505.792,4
248,3499.3497200000015,5937.120000000001,4
249,3739.1908266666655,6308.976,4
250,3620.477573333333,6652.424000000003,4
251,3714.684426666666,6332.451999999999,4
252,3745.5705200000007,6226.152,4
253,3680.7741066666667,6744.929999999999,4
254,3583.1216133333337,6026.9439999999995,4
255,3633.0691599999996,6063.408000000001,4
256,3701.01696,6200.1,4
257,3431.5268533333337,6201.304,4
258,3518.296973333333,6292.106,4
259,3689.588506666667,5861.938,4
260,3531.170453333334,6724.429999999999,4
261,3597.973853333335,6106.168000000001,4
262,3752.175773333333,5942.273999999999,4
263,3643.434546666666,5969.048000000001,4
264,3806.915866666668,6231.504000000001,4
265,3686.7148533333325,6033.34,4
266,3592.732799999998,5943.842000000001,4
267,3623.430919999999,6570.168,4
268,3586.8743866666664,5930.39,4
269,3675.884773333336,6157.404,4
270,3493.366786666664,6090.428,4
271,3690.8467733333327,6838.434,4
272,3466.7205999999996,6218.808,4
273,3646.043279999998,6182.6,4
274,3531.282893333334,6264.424,4
275,3553.0096133333313,6409.034,4
276,3660.0013333333322,6127.74,4
277,3579.8927466666646,6874.742,4
278,3733.173906666667,6263.754000000001,4
279,3506.657706666664,7212.382,4
280,3617.4040933333335,6750.4439999999995,4
281,3673.9688933333337,5935.811999999998,4
282,3449.269506666665,6178.234000000001,4
283,3607.074666666668,6150.2880000000005,4
284,3619.3259066666637,6635.612,4
285,3631.186573333335,6471.696000000001,4
286,3449.0664533333343,5980.552000000001,4
287,3470.40296,6323.777999999999,4
288,3630.93368,6281.624,4
289,3562.9608800000005,6258.482000000002,4
290,3664.292346666666,6257.567999999999,4
291,3591.2311333333337,5639.701999999999,4
292,3453.756053333334,6019.886,4
293,3580.8522799999996,5943.904,4
294,3570.037413333334,6401.9580000000005,4
295,3635.6794800000016,6411.487999999999,4
296,3597.292533333334,6656.477999999999,4
297,3660.8609733333324,6225.202000000001,4
298,3606.2170400000014,6429.715999999999,4
299,3603.8810266666665,5713.826,4
300,3685.1417866666648,6235.15,4
301,3454.9132533333345,5642.356000000002,4
302,3504.091106666666,6023.312,4
303,3653.3248,6261.288,4
304,3597.111319999999,5901.238,4
305,3672.272466666665,5520.321999999999,4
306,3558.077506666666,5829.34,4
307,3664.8824533333313,6506.397999999999,4
308,3784.0681999999997,6792.418000000001,4
309,3660.302186666668,5519.55,4
310,3585.617479999998,6124.320000000001,4
311,3648.9005466666654,6784.115999999998,4
312,3708.2939200000014,6031.411999999998,4
313,3707.0015200000025,6861.384000000002,4
314,3712.4997200000016,6853.598,4
315,3834.9807999999985,6916.6900000000005,4
316,3596.5054933333327,6521.812,4
317,3723.594239999999,6044.989999999999,4
318,3603.0331866666666,5823.566000000001,4
319,3632.5401466666676,5988.222,4
320,3634.3181466666692,6095.923999999999,4
321,3551.682946666667,6694.753999999999,4
322,3657.1173066666643,6234.692,4
323,3735.925346666668,6273.164000000001,4
324,3729.5386266666687,6674.78,4
325,3609.2034533333335,6147.7480000000005,4
326,3540.0014266666667,6049.452,4
327,3721.889133333333,5882.1320000000005,4
328,3685.353719999999,6472.275999999998,4
329,3674.297693333334,5896.57,4
330,3614.604106666667,6764.4039999999995,4
331,3665.864013333333,5817.2919999999995,4
332,3504.112786666667,6107.738,4
333,3481.2900266666675,6294.472,4
334,3565.939746666667,6049.884,4
335,3594.6370800000004,5668.900000000001,4
336,3535.0927466666685,6204.25,4
337,3726.011346666666,5992.99,4
338,3632.370959999999,5820.078,4
339,3652.3018133333326,5911.1979999999985,4
340,3574.520013333334,6166.692,4
341,3537.2783066666675,5890.438,4
342,3339.552840000001,6300.108,4
343,3592.8144666666685,6225.8499999999985,4
344,3488.47772,6649.404,4
345,3673.9851999999996,6240.604000000001,4
346,3656.990066666668,6469.608,4
347,3721.2972399999985,6249.986000000001,4
348,3450.9979733333334,5875.592000000001,4
349,3494.871586666666,6521.726,4
350,3617.7755199999997,6457.196000000002,4
351,3676.334346666665,6585.562000000002,4
352,3614.4826533333353,6231.234,4
353,3707.970759999999,6931.847999999998,4
354,3714.5261466666684,7266.432000000001,4
355,3719.537453333335,6995.876,4
356,3665.555853333335,6193.584000000001,4
357,3606.0517466666656,5861.454,4
358,3640.2011866666658,5666.679999999999,4
359,3609.0682266666677,5840.848,4
360,3572.221666666665,6323.495999999999,4
361,3574.5993066666665,6441.875999999999,4
362,3571.339333333335,5888.77,4
363,3640.9807066666663,6150.242,4
364,3610.191053333333,5728.202,4
365,3612.965653333334,6337.430000000001,4
366,3569.273346666665,6735.32,4
367,3471.754853333333,6091.034,4
368,3641.7923200000023,6739.548,4
369,3743.8868933333342,6396.1900000000005,4
370,3712.707226666666,6243.6539999999995,4
371,3602.2129600000017,6632.192000000001,4
372,3809.2701333333325,6317.8099999999995,4
373,3831.4997733333325,6962.46,4
374,3613.4536533333344,6001.78,4
375,3871.2591200000015,6987.218000000001,4
376,3870.2504666666673,5814.908,4
377,3915.420599999998,7025.586000000001,4
378,3761.477893333332,6346.348,4
379,3687.4574533333334,6986.495999999999,4
380,3867.019280000001,6629.118,4
381,3837.329560000001,5858.219999999999,4
382,3820.2222266666668,6632.632,4
383,3860.2465866666685,6543.389999999999,4
384,3576.57732,6501.5599999999995,4
385,3713.524066666666,6881.302,4
386,3643.857373333333,5641.266,4
387,3769.7293866666655,6146.1900000000005,4
388,3723.99124,5695.814,4
389,3688.8234933333333,6375.942000000001,4
390,3715.2271733333328,6495.668,4
391,3763.8993066666662,6441.987999999999,4
392,3737.513719999999,6470.114,4
393,3757.8796666666663,6353.374,4
394,3789.651760000001,6437.69,4
395,3687.424119999998,6439.92,4
396,3630.3664000000012,6999.638000000001,4
397,3743.9731333333325,6185.978000000001,4
398,3900.692066666668,6770.292,4
399,3871.8398133333344,6116.4839999999995,4
400,3790.0199333333326,7148.532000000001,4
401,3753.4276266666666,6299.548,4
402,3768.76384,6546.696,4
403,3805.561426666666,7601.206,4
404,3689.333533333331,6171.508,4
405,3622.7365200000017,6969.944,4
406,3645.69912,6285.29,4
407,3863.608706666666,5997.0740000000005,4
408,3852.3249066666663,6623.58,4
409,3917.8516133333346,6008.448,4
410,3864.5642933333347,6437.272000000002,4
411,3737.2062799999994,6578.902,4
412,3771.8513333333353,6707.37,4
413,3742.617039999999,7034.093999999999,4
414,3677.2498666666656,5754.41,4
415,3773.0180399999995,7154.34,4
416,3666.551613333335,7357.4259999999995,4
417,3789.6341200000024,6201.4,4
418,3882.8803333333335,6269.673999999999,4
419,3550.707213333333,6540.226,4
420,3866.7520533333313,6765.604,4
421,3844.256426666669,7735.9619999999995,4
422,3630.8184399999996,6288.040000000001,4
423,3699.39636,6967.34,4
424,3750.9758933333314,5924.886,4
425,3913.541626666667,6347.326,4
426,3697.985080000001,6342.772,4
427,3658.295946666668,6497.604,4
428,3697.4208799999997,6323.768,4
429,3669.3477866666663,5749.8020000000015,4
430,3716.090266666667,6140.698,4
431,3782.9928933333317,6556.646,4
432,3766.2477866666677,6517.402,4
433,3902.6512133333326,7045.4039999999995,4
434,3804.2958266666656,6797.948,4
435,3925.587639999999,5955.4980000000005,4
436,3835.674066666666,6445.9439999999995,4
437,3670.163506666668,6548.308,4
438,3900.5197466666664,6340.788,4
439,3822.387240000001,6921.838,4
440,3715.9537333333315,6404.252,4
441,3711.675466666668,6696.318,4
442,3632.7408266666657,7057.582000000002,4
443,3722.385253333332,6216.162,4
444,3523.187893333335,5629.7119999999995,4
445,3694.354613333333,6318.164000000001,4
446,3733.374133333335,6589.362,4
447,3627.9722266666654,5858.146000000001,4
448,3809.114,6268.744000000001,4
449,3854.186946666666,6706.382,4
450,3607.87036,6505.527999999998,4
451,3744.834333333333,7148.586,4
452,3618.0369866666665,6682.402,4
453,3788.059906666666,6091.690000000001,4
454,3726.1201066666677,6450.927999999998,4
455,3772.1044266666668,6459.03,4
456,3738.4074933333322,5904.05,4
457,3567.405226666666,5953.550000000001,4
458,3859.605039999999,6458.736000000001,4
459,3704.886266666667,5905.816000000001,4
460,3866.7635733333323,6503.869999999999,4
461,3620.912093333335,5966.134,4
462,3669.1101466666664,6252.58,4
463,3719.3066,6108.206,4
464,3771.337080000001,5781.871999999999,4
465,3779.153333333333,6607.124,4
466,3590.251653333334,6517.610000000001,4
467,3558.9703866666673,6669.227999999999,4
468,3603.743173333334,6122.868,4
469,3726.71596,6781.248,4
470,3556.7367466666674,6023.716,4
471,3796.8457866666668,6295.2699999999995,4
472,3914.3569866666685,6303.87,4
473,3652.4755866666665,5401.94,4
474,3787.355813333334,6996.5,4
475,3762.302933333333,6576.392,4
476,3751.7683866666675,6926.146000000001,4
477,3688.3867199999986,5927.147999999999,4
478,3891.7870399999997,6669.260000000001,4
479,3865.1728533333353,6433.302000000001,4
480,3553.676160000001,6227.646000000001,4
481,3600.2549733333344,5862.358,4
482,3735.883773333334,6398.517999999999,4
483,3706.4351733333347,6681.730000000001,4
484,3645.114746666668,6228.398,4
485,3662.8667999999984,6122.937999999999,4
486,3780.264266666665,6178.284,4
487,3541.4980666666656,6232.058000000001,4
488,3382.378546666667,6088.683999999999,4
489,3498.9192533333335,5573.588,4
490,3508.5250133333325,7426.360000000001,4
491,3640.4541600000007,5849.462,4
492,3558.5370133333336,5737.794,4
493,3561.671959999998,6262.245999999999,4
494,3451.3845066666686,5636.09,4
495,3518.9474,5749.344000000001,4
496,3615.5908133333332,6843.684,4
497,3569.778866666668,6080.426000000001,4
498,3573.6316666666658,6050.96,4
499,3569.782906666669,6503.093999999999,4
500,3576.108840000001,6539.688000000001,4
501,3700.1703733333334,6232.237999999999,4
502,3539.0367333333334,5882.956,4
503,3844.473466666666,6573.858,4
504,3649.291573333332,6832.416,4
505,3619.3734933333326,6248.128000000001,4
506,3780.2327066666658,6661.096,4
507,3720.4424666666673,5850.474,4
508,3706.0589066666685,5937.082000000001,4
509,3788.355533333333,6208.686,4
510,3907.723079999999,6989.773999999999,4
511,3834.6559999999995,6622.465999999999,4
512,3681.7779599999994,6259.966,4
513,3785.2602666666644,7171.620000000001,4
514,3758.8379200000004,6760.950000000001,4
515,3544.313946666666,6092.952,4
516,3602.605840000001,6081.638,4
517,3896.4591066666653,5925.462000000001,4
518,3657.878573333335,6174.813999999999,4
519,3535.184333333334,5649.820000000001,4
520,3903.6847733333325,6733.039999999999,4
521,3778.206026666667,6861.014,4
522,3705.7165999999997,6280.748,4
523,3553.6575599999996,6451.601999999999,4
524,3665.382013333333,6088.812,4
525,3808.616186666668,6229.813999999999,4
526,3743.241666666665,7171.376,4
527,3752.4646000000002,6253.808,4
528,3643.948986666667,6394.726000000001,4
529,3628.552853333332,6615.284000000001,4
530,3708.3982666666666,6556.111999999999,4
531,3547.763266666666,6296.242000000001,4
532,3730.3269066666658,6656.038,4
533,3584.843266666667,5949.357999999999,4
534,3663.474853333335,5910.766,4
535,3578.159800000001,6526.699999999999,4
536,3702.9752933333325,6396.053999999999,4
537,3645.7480533333346,6434.206,4
538,3561.780826666669,6477.125999999998,4
539,3680.031426666668,6542.856,4
540,3689.5070666666657,5584.469999999999,4
541,3614.447360000001,6803.486,4
542,3579.7884533333327,6391.494000000001,4
543,3646.858946666667,6281.389999999999,4
544,3569.9688533333315,6375.120000000001,4
545,3697.9129466666645,6565.03,4
546,3574.3808266666665,6331.266,4
547,3698.7332666666666,6106.379999999999,4
548,3796.306666666667,6664.580000000002,4
549,3468.7857733333326,6876.332,4
550,3552.2022266666677,5932.75,4
551,3649.06144,6052.54,4
552,3612.537746666666,6014.252,4
553,3825.09296,6254.521999999999,4
554,3821.593693333332,6272.012,4
555,3867.565239999998,6067.6759999999995,4
556,3793.5151599999976,6121.2620000000015,4
557,3761.2021600000003,6013.182,4
558,3737.7470399999997,6632.326,4
559,3497.4766800000007,5999.896,4
560,3678.3324933333347,6382.998,4
561,3724.25696,5898.057999999999,4
562,3690.728213333333,6215.490000000001,4
563,3717.580786666666,7069.133999999998,4
564,3752.0821866666674,6148.644,4
565,3684.0195066666665,6010.436,4
566,3798.2175333333316,6587.572,4
567,3711.6768933333324,6040.402,4
568,3687.6262533333356,6406.028,4
569,3659.1787999999997,6183.469999999999,4
570,3748.643893333332,6655.683999999999,4
571,3763.7110666666676,6837.582000000001,4
572,3621.934213333334,6398.222,4
573,3681.1227599999993,6801.316000000001,4
574,3547.5637733333347,5890.072,4
575,3617.4961999999987,5939.32,4
576,3745.9632800000013,6091.77,4
577,3731.5244666666667,6603.004,4
578,3733.0397466666677,6015.588,4
579,3786.964293333336,7396.985999999999,4
580,3595.195653333334,6305.307999999999,4
581,3862.8867733333336,6800.511999999999,4
582,3783.6506000000004,6342.317999999999,4
583,3749.8414266666687,5815.6900000000005,4
584,3666.1628799999994,6276.673999999999,4
585,3681.7113200000013,6323.1759999999995,4
586,3754.2258933333346,6411.562,4
587,3676.731586666668,6662.09,4
588,3706.8698400000003,5825.795999999999,4
589,3661.1987999999988,5909.248,4
590,3717.4813333333323,6660.8240000000005,4
591,3598.5079199999996,7036.83,4
592,3772.694746666667,5872.976000000001,4
593,3701.1277333333337,5865.334,4
594,3590.81632,7045.898,4
595,3692.03168,5989.258,4
596,3562.2010133333324,5821.746,4
597,3843.878493333333,6521.650000000001,4
598,3619.356533333333,6143.146000000001,4
599,3615.2018533333344,5731.500000000001,4
600,3759.3289466666656,6144.232,4
601,3500.346159999999,5978.830000000001,4
602,3602.0433866666667,6322.42,4
603,3767.2795199999982,5965.592000000001,4
604,3592.3957066666653,6023.558,4
605,3740.2689066666658,6410.505999999999,4
606,3675.4496000000004,6336.948,4
607,3782.553026666668,6238.085999999998,4
608,3726.47456,6782.624,4
609,3797.558920000001,6615.545999999999,4
610,3747.157066666666,6185.148,4
611,3598.8185200000003,6802.616000000001,4
612,3562.371173333334,5988.852000000001,4
613,3390.1411333333326,6883.387999999999,4
614,3624.6894400000015,6426.868,4
615,3634.652746666666,6486.659999999999,4
616,3604.1065599999997,6530.536,4
617,3582.8604000000005,6150.856000000001,4
618,3530.9949866666666,6382.84,4
619,3834.656533333334,6105.194000000001,4
620,3912.218719999999,6839.284000000001,4
621,3707.3951066666696,6312.946,4
622,3944.067359999998,6116.744000000001,4
623,3813.0503333333327,6188.516000000001,4
624,3704.5509333333334,6120.546,4
625,3740.6157599999997,7199.57,4
626,3799.6538533333323,6986.474,4
627,3824.4702399999996,6067.320000000001,4
628,3902.112173333335,6777.24,4
629,3678.163773333333,5953.668,4
630,3869.3233333333333,6721.802000000001,4
631,3600.700613333333,6361.1539999999995,4
632,3755.5019600000014,5998.752000000001,4
633,3690.531373333333,6524.248,4
634,3597.864959999999,5901.278,4
635,3723.505706666667,6323.298,4
636,3720.7131733333335,6321.023999999999,4
637,3617.0469600000006,6034.363999999999,4
638,3722.2353066666674,6791.442,4
639,3774.457773333333,6390.022000000001,4
640,3746.996346666667,6128.228,4
641,3609.7543066666653,5524.586,4
642,3767.4493866666703,6491.556,4
643,3696.063973333336,6279.886,4
644,3703.1132533333357,6348.564,4
645,3694.0981866666684,5950.362,4
646,3706.115266666667,6232.748,4
647,3668.736706666667,6561.651999999999,4
648,3785.078053333335,6490.2480000000005,4
649,3721.2664533333327,6373.398000000001,4
650,3653.5458399999993,6189.724,4
651,3821.639733333333,6115.088000000001,4
652,3687.299386666667,6023.585999999999,4
653,3750.475,6415.139999999999,4
654,3625.657240000001,6136.950000000001,4
655,3836.3934800000006,6917.099999999999,4
656,3847.551733333335,7283.09,4
657,3842.7696666666657,6827.192000000001,4
658,3679.7224000000006,6765.048000000001,4
659,3694.3228000000013,6501.183999999999,4
660,3881.363733333333,6351.9039999999995,4
661,3772.9024,5701.766,4
662,3598.4468666666676,6636.866000000002,4
663,3668.465146666665,6204.938,4
664,3680.774826666667,6484.1359999999995,4
665,3885.6254266666692,6219.732,4
666,3590.429520000001,6075.102000000001,4
667,3808.4868400000005,6476.5160000000005,4
668,3737.091493333335,7254.589999999998,4
669,3461.3195466666684,6609.012000000001,4
670,3652.88408,6099.172,4
671,3756.7102133333374,6750.896,4
672,3800.4146533333346,6524.712,4
673,3738.2364799999996,6367.004,4
674,3670.4778933333328,6249.976000000001,4
675,3654.5185199999996,6346.3640000000005,4
676,3654.0682000000006,6254.058000000001,4
677,3763.567013333334,6689.4619999999995,4
678,3842.631920000001,6520.526,4
679,3656.7205066666666,5980.878000000001,4
680,3521.837373333334,6078.548,4
681,3618.377733333335,6275.204,4
682,3575.4185866666653,5898.022,4
683,3575.825439999999,7495.75,4
684,3731.9402266666675,6799.370000000001,4
685,3628.2037866666665,6559.870000000001,4
686,3695.9517600000004,6949.188,4
687,3701.5755200000012,6621.841999999999,4
688,3662.9137866666642,6006.252,4
689,3632.381893333334,6735.612,4
690,3754.871186666667,6859.734,4
691,3765.1880933333346,6642.01,4
692,3762.094386666668,7129.915999999999,4
693,3616.337986666664,6248.044,4
694,3806.14028,6472.3460000000005,4
695,3745.03712,6881.766,4
696,3777.9650266666663,5753.708,4
697,3605.594106666667,6308.634,4
698,3560.7493066666657,6511.41,4
699,3792.617679999997,6796.86,4
700,3651.11484,6660.58,4
701,3595.7799466666665,6129.64,4
702,3670.4475599999964,6294.094,4
703,3764.7218399999997,7070.27,4
704,3830.3553866666666,6693.524,4
705,3680.1851066666663,6134.61,4
706,3699.3658400000013,6106.635999999999,4
707,3905.980879999999,6327.598,4
708,3781.335106666668,6991.254000000001,4
709,3574.10828,6613.564,4
710,3676.831066666667,6981.075999999999,4
711,3719.1253733333324,6294.294,4
712,3668.787026666665,6417.754000000001,4
713,3621.2686000000012,5848.716,4
714,3706.112720000002,8073.086000000001,4
715,3852.961706666667,6250.472000000001,4
716,3692.328706666669,6149.726000000001,4
717,3682.8271600000007,6490.046,4
718,3786.276826666667,6191.66,4
719,3599.473559999999,6311.756000000001,4
720,3802.5750933333325,6415.735999999999,4
721,3816.119026666667,6879.486,4
722,3772.0470400000013,6929.476,4
723,3837.629666666666,7070.964,4
724,3999.859960000002,6811.226000000001,4
725,3606.8140266666655,6097.726,4
726,3707.765253333332,6770.995999999999,4
727,3741.3696000000004,6490.832,4
728,3846.7689866666674,6359.888000000001,4
729,3856.6805733333335,6698.068,4
730,3716.50848,6181.998,4
731,3692.3597200000013,5979.982,4
732,3531.9129066666665,6538.092,4
733,3800.2683866666675,6369.818,4
734,3652.57988,7304.907999999999,4
